1,0,0,0,0,0,0
0.00039121,0.00025036,0.093242,0,0,0,0
5.657,6.8667,14.7,19.75,24.733,31.233,36.7
0.00036736,0.00038027,0.00046493,0.00030222,0.00033695,0.00036927,0.00038322
0.00022616,0.00021863,0.00018141,0.00032857,0.00029233,0.0002637,0.0002527
NaN,NaN,NaN,0.17367,0.13506,0.10967,0.10088
